epoch,train_loss,train_rmse,val_rmse
158,0.08314198710327161,0.40634781725725466,0.4748428519433295
159,0.08463999999461891,0.40560007086373945,0.47557356886481345
160,0.08366774762391503,0.40749936361789885,0.47516484594715636
161,0.0848511371989552,0.4060441769844353,0.47523329015771837
162,0.08379026346615863,0.40786340505282825,0.4748350287719949
163,0.08495537073999927,0.4063209170149715,0.474822988088218
164,0.08390665511670799,0.4081152661376411,0.47441525142759905
165,0.08504757826402402,0.40660107330264983,0.47442176805181924
166,0.08383289039176509,0.4082101632714744,0.4744090251822655
167,0.08504951035353414,0.406635975475291,0.4743559698017524
168,0.08336837986692967,0.40730671409108204,0.4746986235738185
169,0.08477196145635463,0.4059484034701211,0.4748317371885134
170,0.08340074357474027,0.4078356695329206,0.4756494781810412
171,0.08482025988604791,0.4059603269264916,0.47515545959128863
172,0.08318350363850653,0.406194722274007,0.4752494466666924
173,0.08404995746357095,0.405805872085758,0.4754954092893895
174,0.08353169950284062,0.4073158913911,0.4751134265732559
175,0.08411154019043857,0.40449370763868603,0.4742772293982048
176,0.08315640142828017,0.4063520559931949,0.47376643728725326
177,0.08444842305138639,0.404901464244937,0.4740769372774103
178,0.08327783182404727,0.40669753852530066,0.473289591441915
179,0.08453050021972898,0.405209379055816,0.4736051348298537
180,0.08341160004844361,0.4069645110567746,0.472917709508499
181,0.08461454847160826,0.4055135808927897,0.47318349804522136
182,0.08355233375852875,0.407205294869569,0.47247243628269797
183,0.08472856128071497,0.40583391028173105,0.4728199418473283
184,0.08369959443592201,0.4074401419983006,0.4721020477819296
185,0.0848257539494702,0.40614041377138677,0.4724594744376451
186,0.0838564887557469,0.40768477034451667,0.4716721829506756
187,0.08468159883675312,0.4058501679859047,0.472010177286811
188,0.08375601115903761,0.40739281341173633,0.47155049828640666
189,0.08449567370358617,0.405417125781727,0.4719112982802385
190,0.08361537812139275,0.4071860479335018,0.47151283484006934
191,0.08439690339102736,0.4052837482480285,0.47178261023755436
192,0.08352201970166413,0.4071518929178457,0.4713676311606508
193,0.08428256238208165,0.4053277713969873,0.47154102914553875
194,0.08342576140228651,0.407317675287819,0.4711684654547358
195,0.08419195892340242,0.40570280256806646,0.4712820767286203
196,0.0833940551184065,0.40756891797647515,0.4709886523213287
197,0.08414490981742039,0.4043463993942458,0.4705445625530226
198,0.08301798554695357,0.40608800071860474,0.47069934516132705
199,0.08431359238386996,0.4045310397766921,0.47080250564030873
200,0.08287483835934263,0.4061663116573906,0.47133367981318247
201,0.08424361653541892,0.4044204550009708,0.4712883939178165
202,0.08261041860828644,0.4046438272399386,0.4720737387823695
203,0.08352951093711823,0.40413712360025794,0.4718625706207907
204,0.08292141927606464,0.4056105718359286,0.4724081234964652
205,0.0835213942700436,0.4027615754592095,0.4711978057331032
206,0.08243844266615424,0.4046163965556766,0.4709875903897709
207,0.08366753887624338,0.40311160857651246,0.47116423090447235
208,0.08255561915146385,0.4049034205653636,0.47061715937663595
209,0.08362727541507034,0.40322971501511923,0.4708808715675485
210,0.0826242460175466,0.40503332318972246,0.47042145153276343
211,0.08355796158375445,0.40327203938676,0.4709404223044992
212,0.08268210019182108,0.405280052025225,0.47038430914359675
213,0.08348440443794027,0.4035596162307864,0.4707445335260884
214,0.08260988344420504,0.4055509834354159,0.47039884258696424
215,0.08342740444690483,0.4027685069217658,0.46975986298123223
216,0.08251126719690069,0.40482186456774133,0.4695843146814494
217,0.08339080157695103,0.4029248704593811,0.4701113181037087
218,0.08247494928054372,0.4050054605411941,0.4698302678083736
219,0.08337016229810583,0.4033653482977745,0.47016618959508827
220,0.0825204061655187,0.4048380987265402,0.4702438085886705
